Data Medicao,PRECIPITACAO TOTAL, DIARIO (AUT)(mm),PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB),TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C),TEMPERATURA MAXIMA, DIARIA (AUT)(°C),TEMPERATURA MEDIA, DIARIA (AUT)(°C),TEMPERATURA MINIMA, DIARIA (AUT)(°C),UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%),UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%),VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s),VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
2016-06-30,0,928,10.7,22.9,16.1,11,72.3,36,7.4,1.9,,,,,,,,
2016-07-01,0,927.6,11.3,22.7,16.7,12.4,71.8,44,9.9,3,,,,,,,,
2016-07-02,0,927.3,10.9,22.1,15.7,10.7,74.6,49,8.4,2.3,,,,,,,,
2016-07-03,0,926,11,23.8,17.4,12.6,66.9,45,9.1,3.4,,,,,,,,
2016-07-04,0,924.9,11,23.5,17.9,13.4,65,46,15.9,4.1,,,,,,,,
2016-07-05,0,922,11.8,22.3,18.5,16.2,65.2,52,10.3,4.2,,,,,,,,
2016-07-06,18.4,917.1,9.5,19.3,12.4,10.7,83.6,62,16.4,5.7,,,,,,,,
2016-07-07,3,922.6,4.1,13.2,7.9,4.3,78.4,51,15.5,4.1,,,,,,,,
2016-07-08,.2,926.8,5.8,16.2,9.1,4,81.5,46,6.1,1.9,,,,,,,,
2016-07-09,0,922.5,6.6,11.9,10.1,7.6,79.5,60,13.1,4.3,,,,,,,,
2016-07-10,7.2,918.8,12,20.3,15.1,8.7,82.6,61,11.1,3.2,,,,,,,,
2016-07-11,2,916.5,12.5,16.6,13.4,11.1,95,86,11.9,3.1,,,,,,,,
2016-07-12,7.4,917.4,13.1,16.8,14.6,12,91,67,10.6,3.5,,,,,,,,
2016-07-13,13,920.5,8.9,18.3,11.2,6.2,86.3,62,6.2,1.8,,,,,,,,
2016-07-14,38.4,917.4,13.6,15.5,14.1,10.4,96.4,83,11.5,3.7,,,,,,,,
2016-07-15,39.8,916.1,12.4,16.5,13.4,12.2,93.6,79,9.5,3.2,,,,,,,,
2016-07-16,1.8,919.1,6.1,10.7,7.6,7.7,90.5,70,15.1,3.7,,,,,,,,
2016-07-17,2.8,923.4,-1.6,6.3,2.9,.6,74.2,41,15.1,4.7,,,,,,,,
2016-07-18,0,926.4,1.9,9.2,4.2,1.6,85.7,65,7.6,1.7,,,,,,,,
2016-07-19,0,926.4,2.7,8.4,4.2,1.9,90.4,71,5.8,1.2,,,,,,,,
2016-07-20,0,926.2,2,9.9,4.7,.4,84.3,56,5,1.2,,,,,,,,
2016-07-21,.2,925.8,2.9,9.7,4.9,.7,87,66,5.8,1.3,,,,,,,,
2016-07-22,0,925.7,5.4,16.1,7.8,3.1,86.5,44,6.3,1.9,,,,,,,,
2016-07-23,0,923.1,5.6,18.7,11.7,4.2,68,36,7.7,2.7,,,,,,,,
2016-07-24,0,923.9,10.1,19.1,13.9,10.5,78.8,64,5.7,2.1,,,,,,,,
2016-07-25,0,923.1,11,24.1,16.7,11,72.1,40,8.4,3.5,,,,,,,,
2016-07-26,8,917.5,11.6,18.8,14.7,14,82.8,62,18.2,5.8,,,,,,,,
2016-07-27,23.6,922.9,4.4,10.7,6.9,4.8,84.7,65,18,4.7,,,,,,,,
2016-07-28,0,927.4,3.6,9.3,5.2,3,89.6,72,6.1,1.3,,,,,,,,
2016-07-29,0,926.8,3,17.5,8.9,3.9,67.4,44,9.4,3.4,,,,,,,,
2016-07-30,0,925.6,9.9,22.8,13.3,7.4,81.2,52,12.5,3.4,,,,,,,,
2016-07-31,0,924.4,9.9,23.7,17.3,12.1,63.8,41,9.5,4,,,,,,,,
2016-08-01,0,922.5,11.3,20.4,15.9,14.9,75.3,57,9.9,3.5,,,,,,,,
2016-08-02,2.2,928.2,7.9,10.6,8.2,7.4,98.4,87,7.7,1.6,,,,,,,,
2016-08-03,.6,926.8,9.1,18.4,11.6,7.4,85.1,64,9,3.1,,,,,,,,
2016-08-04,0,924.4,12.2,22.4,15.3,10.8,82.9,60,9.8,4,,,,,,,,
2016-08-05,0,922.3,11.7,23.9,17,12.6,73.6,35,9.1,3.6,,,,,,,,
2016-08-06,0,920.3,12.2,18.2,14.4,13.9,87.4,65,6.8,2.3,,,,,,,,
2016-08-07,17.8,923.2,7,12.3,9.6,8.3,85,55,9.7,2,,,,,,,,
2016-08-08,0,923.4,4.6,15.1,9.5,6.3,71.9,61,8.3,1.8,,,,,,,,
2016-08-09,0,924.6,8.4,13.9,10.1,7.7,89.5,69,6.9,1.9,,,,,,,,
2016-08-10,7.6,927.3,6.9,10.5,7.5,5,96,78,7.4,1.5,,,,,,,,
2016-08-11,1.2,927.5,7.5,12.9,8.4,6,94.5,79,6.2,1.6,,,,,,,,
2016-08-12,.2,925.4,6.6,18.1,10.7,5.9,77.9,42,9.2,2.9,,,,,,,,
2016-08-13,0,920.9,6.6,20.1,12.7,7.7,68.8,38,9.3,3.3,,,,,,,,
2016-08-14,0,919.4,7.8,22.2,14.6,8.4,66,28,6.9,2.1,,,,,,,,
2016-08-15,0,915.3,10.8,19.2,15.6,13.2,73.5,62,11.9,4.2,,,,,,,,
2016-08-16,0,916.3,13.6,22.4,16.4,12.3,84.8,57,10,3.6,,,,,,,,
2016-08-17,16.2,916.8,12.5,18.2,14.7,12.5,86.8,72,17.6,3.9,,,,,,,,
2016-08-18,4.8,924.2,4.3,14.6,9.3,4.4,74,42,5.5,1.1,,,,,,,,
2016-08-19,0,920.9,5.6,12.9,11.1,7.8,71.3,33,15.4,4.4,,,,,,,,
2016-08-20,18,916.7,11.4,13.9,12.1,9.9,95.5,87,12,3.2,,,,,,,,
2016-08-21,69.2,924.8,5.9,9.6,6.3,4.8,97,85,16.7,3.7,,,,,,,,
2016-08-22,8.2,928.2,2.1,11.6,5.6,1.6,81.5,42,9.1,2.4,,,,,,,,
2016-08-23,0,927.6,2.2,18.1,9,2.2,65.8,32,5.5,1.5,,,,,,,,
2016-08-24,0,925.5,3.4,22.8,14.6,8.4,48.3,27,9.2,3.2,,,,,,,,
2016-08-25,0,924.2,9.1,22.6,15.2,8.9,68.9,42,8.5,3.2,,,,,,,,
2016-08-26,0,922.4,11,27.9,19.5,12.8,59.5,33,7.5,2.5,,,,,,,,
2016-08-27,0,921.1,13.1,27.2,21.4,16.6,60.4,41,8.8,3.5,,,,,,,,
2016-08-28,0,919.4,10.2,23.3,18.5,16.3,60.3,39,7.5,2.8,,,,,,,,
2016-08-29,.6,921.6,14.4,17.4,15.9,14.6,91,72,9.4,1.9,,,,,,,,
2016-08-30,2,918.4,15.1,20.2,16.7,15.2,90.5,72,10.6,3.7,,,,,,,,
2016-08-31,10.4,918.1,11.5,15.5,12.3,10.9,94.8,91,12,4.4,,,,,,,,
2016-09-01,2,925.3,10.9,16.4,12.2,9.1,92.1,71,6.2,1.7,,,,,,,,
2016-09-02,1,927.1,10.5,17.7,10.9,9.1,98.1,67,6,1.5,,,,,,,,
2016-09-03,3.8,927.8,11.6,13.6,11.8,10.4,99,99,5.4,1.2,,,,,,,,
2016-09-04,11.2,926,12,13.1,12.2,11.7,99,99,4.8,1.3,,,,,,,,
2016-09-05,2,923.9,13.2,21.8,14.7,10.5,92.2,58,6,1.7,,,,,,,,
2016-09-06,51.6,919.6,7.7,15.1,10.7,9.4,82.8,57,17.6,6.2,,,,,,,,
2016-09-07,.2,919.8,4.9,9.6,7.6,5.9,83.3,72,20.2,7.4,,,,,,,,
2016-09-08,0,923.7,8.1,15,10.9,6,83.8,65,9.1,2.9,,,,,,,,
2016-09-09,.2,926.2,8.8,20.9,12.5,6.4,81.3,32,7.3,1.7,,,,,,,,
2016-09-10,0,927.2,9.5,24.3,15.8,9.9,69,31,8.8,2.4,,,,,,,,
2016-09-11,0,924.3,11.5,24.2,16.9,11.4,72.5,35,5.4,1.5,,,,,,,,
2016-09-12,0,916,13.3,27.4,19.3,13.5,70.1,42,11.6,5,,,,,,,,
2016-09-13,16.8,910.2,12.8,23.2,16.6,16.3,79.8,53,20.7,6,,,,,,,,
2016-09-14,11.2,915.3,5.5,15.6,10.9,7.1,70.5,51,17.1,6.9,,,,,,,,
2016-09-15,0,921.9,5.2,15.7,10,6.8,73.2,45,12.4,3.2,,,,,,,,
2016-09-16,0,923.8,5.9,20,11.5,4.5,70.8,28,6.8,1.9,,,,,,,,
2016-09-17,0,920.5,10.4,25.3,16.1,10,71.5,35,11,4,,,,,,,,
2016-09-18,0,920.5,13.1,21.7,16,13.3,83.7,63,8,2.2,,,,,,,,
2016-09-19,0,923.3,8.5,15,11.2,11.1,84.5,60,11.6,2.5,,,,,,,,
2016-09-20,0,926.1,6.7,14.1,9.7,7.4,82.2,65,7.4,1.9,,,,,,,,
2016-09-21,0,926.8,9.1,20.2,13.9,8.4,75.2,42,11,2.5,,,,,,,,
2016-09-22,0,924.7,9.3,21.5,13.8,8.5,76.1,42,11.4,3.4,,,,,,,,
2016-09-23,.2,924.8,10.4,21.3,13.3,9.9,84.3,48,8.8,2.1,,,,,,,,
2016-09-24,.6,925.1,5.9,13.8,8.9,5.9,83.1,64,6.1,1.7,,,,,,,,
2016-09-25,0,924.6,5.3,14.2,8.3,4.9,82,62,6.5,1.8,,,,,,,,
2016-09-26,0,923.3,6,16.8,9.4,2.6,81.8,47,7.3,1.6,,,,,,,,
2016-09-27,.2,923.5,2.1,19.3,11.8,4.7,55.3,17,6.6,1.6,,,,,,,,
2016-09-28,0,922.1,6.9,25.6,16.1,9.9,56.9,26,8.8,2.8,,,,,,,,
2016-09-29,0,923.5,7.4,15.3,10.3,7.1,83.1,38,8.6,1.8,,,,,,,,
2016-09-30,0,923.2,6.3,17.2,9.9,4.5,79.7,57,10.5,2.4,,,,,,,,
2016-10-01,0,926.1,8.1,20.9,13,8.8,74,39,11.6,4.2,,,,,,,,
2016-10-02,0,925.9,9.5,22.2,14.2,9.8,75.6,38,11.4,4.1,,,,,,,,
2016-10-03,0,923,10.1,21.6,14.5,10.9,76.8,45,10.3,3.8,,,,,,,,
2016-10-04,0,921.3,11.4,20.1,14,10.6,84.6,65,11,3.1,,,,,,,,
2016-10-05,0,919.3,10.4,20.2,13.5,10.4,82.6,58,11.9,4.2,,,,,,,,
2016-10-06,17.4,916.1,10.6,14.3,11.4,10,94.6,84,13.2,2,,,,,,,,
2016-10-07,5.8,917.7,10.9,18.4,13.4,9.7,85.8,59,10.3,2.1,,,,,,,,
2016-10-08,0,919.4,9.5,17.6,13.7,12,76.9,58,10.2,3.2,,,,,,,,
2016-10-09,0,924.8,5.8,16.8,10.8,4.5,74.2,43,6.4,1.5,,,,,,,,
2016-10-10,0,925.8,5.4,21.4,12.9,4.3,63.5,28,7.4,2.4,,,,,,,,
2016-10-11,0,921.6,11.6,21.8,15.5,11.6,78.3,57,11.1,3.7,,,,,,,,
2016-10-12,0,919.9,12.8,20.8,16.6,12.8,78.9,63,12.9,4.1,,,,,,,,
2016-10-13,15.4,914.9,14.6,22.8,17.7,14,82.8,64,14.7,4.1,,,,,,,,
2016-10-14,.2,921.5,15.2,20.7,16.6,13.9,92,79,7.7,1.8,,,,,,,,
2016-10-15,0,920.3,15.3,25.4,19.7,15.6,76.5,57,10.9,4.8,,,,,,,,
2016-10-16,1.2,915.9,17.1,26.7,20.1,17.9,83.7,63,15.9,5.6,,,,,,,,
2016-10-17,142,918.6,15.5,20,16.6,15.9,93.5,79,12.4,2.8,,,,,,,,
2016-10-18,56.4,919.3,15.5,17.7,16,14.5,96.8,89,10.4,2.4,,,,,,,,
2016-10-19,40.8,916.6,16.5,18,17.2,16,95.9,91,10.6,2.9,,,,,,,,
2016-10-20,23,917.1,15.7,22.2,18.1,16.4,86.6,66,10.4,3.9,,,,,,,,
2016-10-21,.6,922.4,10,16.1,11.7,8.4,89.8,67,7.8,1.6,,,,,,,,
2016-10-22,0,924,10.3,19.7,13.1,6.7,83.9,63,11.3,2.1,,,,,,,,
2016-10-23,0,922.4,14.8,24.6,17.9,13,82.6,65,11.9,4,,,,,,,,
2016-10-24,0,920.6,17.5,26,20.5,16.4,83.8,59,7.3,2.1,,,,,,,,
2016-10-25,26.6,920.2,15.8,21.1,17.5,15.4,89.8,79,12.6,3.9,,,,,,,,
2016-10-26,.2,915.2,16.2,23.2,18.4,15.9,87.2,73,15.8,5.3,,,,,,,,
2016-10-27,24.6,911.5,10.1,18.1,12.5,12.9,85.8,64,21.1,5.7,,,,,,,,
2016-10-28,5.2,921,5.3,10.8,7.7,5.6,85.8,69,14.8,4.3,,,,,,,,
2016-10-29,0,927.5,8.5,18.4,11.7,5.7,81.6,55,7.8,2.1,,,,,,,,
2016-10-30,0,924.2,9,26,15.5,8.7,68.7,26,11.9,4.4,,,,,,,,
2016-10-31,0,918.8,11.7,27.9,19.1,11.7,65.3,30,13.4,4.8,,,,,,,,
2016-11-01,0,915.2,16.5,24.1,20.1,16.9,80.5,59,11.1,4.4,,,,,,,,
2016-11-02,14.2,917.3,13,23,14.9,14,88.5,73,18.2,4.7,,,,,,,,
2016-11-03,0,924.9,6.1,17.1,11.2,6.4,72,38,8.9,1.8,,,,,,,,
2016-11-04,0,927.5,5.4,21.8,14.1,6.3,61.3,25,5.8,1.5,,,,,,,,
2016-11-05,0,927.3,4.8,26.6,18.8,11.7,42.6,21,9,2.6,,,,,,,,
2016-11-06,0,923.1,12,26.4,18.8,12.7,67.9,32,12.8,4,,,,,,,,
2016-11-07,0,921.2,13.8,28.1,20.8,15.3,66.8,32,8.5,2.8,,,,,,,,
2016-11-08,0,919.5,14.7,26.5,20.7,15.8,69.2,43,8.1,2.3,,,,,,,,
2016-11-09,.4,915.8,16.2,23.1,18.9,17.4,85.1,56,16.7,3.3,,,,,,,,
2016-11-10,14.6,916.5,15.8,24.2,19.1,15.2,82.4,57,10.5,2.9,,,,,,,,
2016-11-11,0,918.4,12.2,20.4,14.8,13.7,85.1,55,17.8,2,,,,,,,,
2016-11-12,1.4,922.2,5.5,19.1,12.4,5.6,63.7,43,9.8,2.3,,,,,,,,
2016-11-13,0,919.4,11.4,24.5,16.5,10.9,73.6,43,11.7,3.7,,,,,,,,
2016-11-14,0,917,13.5,25.8,19.2,13.1,71.2,47,7.6,2.8,,,,,,,,
2016-11-15,0,913.9,14.6,26.3,19.9,15.2,73,33,9.7,3.2,,,,,,,,
2016-11-16,1,913.9,16,21.2,18.1,15.8,87.9,67,9.3,2.4,,,,,,,,
2016-11-17,11,917.6,14.1,20.3,14.7,14.9,96.7,80,17.5,2,,,,,,,,
2016-11-18,23.2,922.5,7.3,13.2,8.5,4.6,92.5,75,11,2.3,,,,,,,,
2016-11-19,1.4,922.6,8.6,18.3,11.7,5.7,82,59,8.7,2,,,,,,,,
2016-11-20,0,919.1,11.4,22.2,15.4,9.9,77.9,49,10.2,3,,,,,,,,
2016-11-21,0,919.1,13.1,23,17.1,14.4,78.7,43,9.1,2.7,,,,,,,,
2016-11-22,3.4,920.6,10.5,16.3,11.9,8.5,91.8,74,9.3,1.9,,,,,,,,
2016-11-23,.2,919.2,8.7,20,14.1,8.7,72.5,40,7.4,1.6,,,,,,,,
2016-11-24,0,921.2,7.7,22.3,16.3,9.1,57.9,32,9,1.9,,,,,,,,
2016-11-25,0,921,14,24.9,18.4,13,76.4,57,10.2,2.9,,,,,,,,
2016-11-26,0,919.8,17.7,28.8,21.6,16,80.3,48,7.2,2.4,,,,,,,,
2016-11-27,0,918.2,18.4,27.9,21.5,19.2,83.7,61,12,3.9,,,,,,,,
2016-11-28,62.6,919,17.3,19.7,17.7,17.4,97.6,92,9,2.1,,,,,,,,
2016-11-29,6.2,923.3,12.8,19.8,15.1,12.2,87,64,9.7,2.1,,,,,,,,
2016-11-30,0,925.8,10.4,19.5,13.9,8,80.3,66,9,2.2,,,,,,,,
2016-12-01,0,924.1,11,24.3,17.1,11,69.6,37,12.4,4,,,,,,,,
2016-12-02,0,921.8,14.4,25.6,19.4,14,74,47,11.2,3.8,,,,,,,,
2016-12-03,0,916.1,15.9,20.1,17.6,17.1,90.4,76,8.9,2.7,,,,,,,,
2016-12-04,63.4,915,13.3,18.8,15.6,13.8,87,65,7.5,1.8,,,,,,,,
2016-12-05,1,916.4,11.4,21.5,15.1,9.2,79.8,54,6.9,1.5,,,,,,,,
2016-12-06,.2,917.1,11.3,26.8,19.6,11.8,63.9,23,8,1.9,,,,,,,,
2016-12-07,0,917.2,15.5,25.1,19.7,15.4,77.2,54,7.9,1.6,,,,,,,,
2016-12-08,20.2,917,16,23.6,18.8,14.8,84.6,57,11.3,2.3,,,,,,,,
2016-12-09,9.4,917.9,13.9,19,14.3,12.7,97.6,72,9.2,2.1,,,,,,,,
2016-12-10,1.4,914.3,16.8,25.6,19.4,13.2,85.5,62,10.4,3.6,,,,,,,,
2016-12-11,0,913.8,14.9,26.4,21.3,19.1,70.4,31,9.3,2.5,,,,,,,,
2016-12-12,0,913.8,13.6,27.2,20.4,13.7,65.8,41,7.1,2.3,,,,,,,,
2016-12-13,0,914.7,16.1,27.1,21.1,18,74.9,44,14.9,2.9,,,,,,,,
2016-12-14,.2,921.4,9.5,19.7,14.4,10.8,75.5,42,10.5,2.8,,,,,,,,
2016-12-15,0,927.1,7.6,19.8,13.5,7.5,69.1,47,7.8,1.9,,,,,,,,
2016-12-16,0,926.7,10.5,24,16.3,11.3,70.2,41,11.7,4.8,,,,,,,,
2016-12-17,0,923.7,14.8,26.3,19.2,14.3,77.2,47,11.5,4.4,,,,,,,,
2016-12-18,10,920.6,16.7,27.5,20.8,16.6,78.6,50,13.2,4,,,,,,,,
2016-12-19,2.2,917.3,16.5,24.5,20.9,18.2,76.6,62,15,4.9,,,,,,,,
2016-12-20,0,918.5,17.5,23.3,19.7,17.4,87.5,68,5.5,1.8,,,,,,,,
2016-12-21,0,918.6,17.2,28.4,21.6,17,77.2,56,7.4,2.5,,,,,,,,
2016-12-22,0,920.3,17.8,28.3,21.9,17.9,78.8,49,12.4,3.2,,,,,,,,
2016-12-23,4.8,919,18.7,27.7,21.8,18,83.3,59,13.3,4,,,,,,,,
2016-12-24,2,919.3,19.8,25.1,21.6,19.7,89.5,75,7.1,1.9,,,,,,,,
2016-12-25,0,917.6,18.9,29.3,22.4,17.4,81.7,52,8.4,2.8,,,,,,,,
2016-12-26,18,915.1,19.3,30.9,24.6,18.2,74.8,47,15.8,4.8,,,,,,,,
2016-12-27,5.4,917.8,20.2,23.6,21.1,20.4,94.4,77,6.8,2.1,,,,,,,,
2016-12-28,13.4,920.5,19.8,23.1,20.2,18.6,97.6,92,6.9,1.6,,,,,,,,
2016-12-29,1.4,919.9,19.5,25.5,21,18.5,91.3,72,7.6,2.4,,,,,,,,
2016-12-30,19.8,918.1,19.7,27,22,18.5,87.5,62,7.6,2.8,,,,,,,,
2016-12-31,0,917.6,18.4,23.8,20.6,18.9,87,76,10.7,3.7,,,,,,,,
2017-01-01,6,917.2,18.7,27.3,22.3,17.8,81,65,10.8,3.7,,,,,,,,
2017-01-02,0,919.3,20.3,26.5,22,19.8,90.8,75,7.8,1.7,,,,,,,,
2017-01-03,.4,918.2,18.9,29.3,22.8,18.9,80.3,53,10.7,3.6,,,,,,,,
2017-01-04,41.2,916.8,19.1,29.2,21.3,18.1,88.2,63,15.1,4,,,,,,,,
2017-01-05,19.6,918,19.3,26.5,21.2,18,89.5,73,10.8,3.9,,,,,,,,
2017-01-06,18,922.1,17.8,21.2,18.8,17.6,93.9,84,6.7,1.6,,,,,,,,
2017-01-07,0,920.8,16.3,25.5,20.3,16.9,78.3,59,10,3.3,,,,,,,,
2017-01-08,1,918.1,20.1,27.1,22.7,20.2,86.3,61,5.8,1.7,,,,,,,,
2017-01-09,.6,915.1,18.9,26.1,22,20.9,82.7,60,11.5,4,,,,,,,,
2017-01-10,30.6,915.7,18.3,25.1,21,17.9,85.1,65,10.1,3.3,,,,,,,,
2017-01-11,31.4,919.6,18.8,22,19.3,18.6,97,85,7.4,1.6,,,,,,,,
2017-01-12,8.6,921.9,17,25.2,19.7,15,84.8,61,6.9,1.9,,,,,,,,
2017-01-13,0,919.2,14.7,28.8,21.2,15.1,70.2,30,9.8,3.4,,,,,,,,
2017-01-14,0,917.4,18,27.9,21.9,18.2,79.9,41,6.5,1.8,,,,,,,,
2017-01-15,0,917.3,19.4,27.4,21.7,18.1,87.2,61,11.2,2.3,,,,,,,,
2017-01-16,2.2,916,18.3,26.8,21.7,19.3,81.9,61,12.8,3.8,,,,,,,,
2017-01-17,1.8,912.3,18.4,26.7,21.7,18.4,82.5,55,13,4.2,,,,,,,,
2017-01-18,.4,916.5,18.3,25.4,20.8,18.8,86.5,64,8.4,2.8,,,,,,,,
2017-01-19,0,923.1,16.4,23.5,19.1,16.2,85,65,8.6,2.1,,,,,,,,
2017-01-20,0,924.8,15,24.3,18.6,12.3,80.8,59,11.3,2.8,,,,,,,,
2017-01-21,0,923.9,15.3,25,19.3,14.6,78.6,56,7.7,2.7,,,,,,,,
2017-01-22,0,921,16.2,26,20.3,16,78,61,9,3,,,,,,,,
2017-01-23,0,920.2,17,26.2,20.3,16.1,82.3,57,8.6,2.6,,,,,,,,
2017-01-24,7.6,918.3,17.5,27.4,21.6,17.2,78.5,56,9.4,3.1,,,,,,,,
2017-01-25,2.6,916.9,17.7,24.6,20.2,18.3,86.3,60,9,3.1,,,,,,,,
2017-01-26,.8,919.6,15.3,20.8,16.4,15.2,93.8,78,7,1.1,,,,,,,,
2017-01-27,26.6,923.6,12.9,20.6,15.4,12.1,86.1,64,8.7,1.4,,,,,,,,
2017-01-28,.2,925.4,15.6,24.5,18.1,13.1,86.1,64,8,2,,,,,,,,
2017-01-29,0,925.4,17.5,25.8,20,16.9,85.8,62,8.8,3.2,,,,,,,,
2017-01-30,5.4,924.5,17.3,26.1,21,18,80,64,9.9,3.5,,,,,,,,
2017-01-31,0,922.6,17.7,25.9,21,18.9,82,61,10.8,3.8,,,,,,,,
2017-02-01,12.2,918.5,17.1,24.4,20.2,18,82.5,68,11.4,4.4,,,,,,,,
2017-02-02,.6,915.3,18.3,26.1,21.2,18.6,84,60,11.8,3.9,,,,,,,,
2017-02-03,2.2,916.3,18.5,27.1,20.9,18,87.2,62,10.9,2.9,,,,,,,,
2017-02-04,.8,917.4,18.4,28.4,22.4,17.6,79.4,50,8.4,2.6,,,,,,,,
2017-02-05,0,917,17.5,27,22.4,19.8,74.5,55,11.7,4.2,,,,,,,,
2017-02-06,0,918,15.6,24.3,19.3,16.4,79.8,58,9.2,2.5,,,,,,,,
2017-02-07,0,919.6,12.8,22.1,16.5,11.5,79.8,59,7.2,1.5,,,,,,,,
2017-02-08,0,920.6,15.5,23.6,17.8,13,86.5,70,10.5,2.3,,,,,,,,
2017-02-09,0,920.5,17.1,28.2,21.1,16.7,79.1,58,11.8,4.1,,,,,,,,
2017-02-10,0,920,16.6,28.7,22.4,18,72.3,35,9.6,3.7,,,,,,,,
2017-02-11,.6,918.3,17.7,22.7,19.8,17.8,87.9,75,8.6,2.9,,,,,,,,
2017-02-12,27.8,915.3,19,27.1,21.5,18.4,86.7,62,10.8,4.3,,,,,,,,
2017-02-13,4,915.9,18.7,25.5,21.7,19.1,83.3,70,15.8,6.1,,,,,,,,
2017-02-14,3.4,920.5,18.9,23.8,21.2,20.5,87,79,16.5,6.3,,,,,,,,
2017-02-15,8,924.3,20.1,28.1,23.2,19.5,83.6,60,11.4,4.1,,,,,,,,
2017-02-16,1.2,923.4,19.2,29.7,23.3,20.1,79.6,51,9.4,2.5,,,,,,,,
2017-02-17,16.6,920.2,19.4,29.5,22.4,18.3,84.3,53,11,2.8,,,,,,,,
2017-02-18,4.6,920.3,19.1,30.4,23.6,19.3,77.2,50,14.2,3.3,,,,,,,,
2017-02-19,11.6,923,18.8,29.1,22.4,19.8,80.8,55,14.8,2.5,,,,,,,,
2017-02-20,16,924.4,20,29.3,23.5,18.5,81.6,56,7.1,2.3,,,,,,,,
2017-02-21,0,924,19,28.7,23,19.5,78.9,56,9.6,2.1,,,,,,,,
2017-02-22,0,921.1,19.4,29.3,22.9,19.1,81.4,53,10.4,3.5,,,,,,,,
2017-02-23,.8,919.9,17.3,26.1,21,18.1,80.1,56,11.2,2.7,,,,,,,,
2017-02-24,.8,919.1,19,25.8,21.1,18.9,88.3,69,9.2,2.1,,,,,,,,
2017-02-25,.4,919,18.4,25.8,20.9,17.5,86.4,63,8.1,2.1,,,,,,,,
2017-02-26,0,920.5,17.7,25.3,20.7,17,83.4,62,8,2.3,,,,,,,,
2017-02-27,0,919.2,17.6,26.5,21.1,16.3,81.2,58,8.7,2.9,,,,,,,,
2017-02-28,0,915.4,18.4,27.8,21.9,17.5,81.6,49,9.5,2.6,,,,,,,,
2017-03-01,.2,914.2,19.3,24.1,21.3,19.5,88.4,74,9,2.9,,,,,,,,
2017-03-02,1,916.9,18.5,29.7,22.8,18.2,78.9,47,7.9,2.5,,,,,,,,
2017-03-03,0,918.7,19.9,29.1,23,20,83.2,54,8.7,2.8,,,,,,,,
2017-03-04,3.6,915.9,19.7,25.5,21.3,19.9,90.9,74,9.8,3.3,,,,,,,,
2017-03-05,30.4,916.6,18.5,21.7,18.8,18.6,97.7,89,8.5,1.7,,,,,,,,
2017-03-06,13.2,920.4,18.1,23.7,19.3,16.8,92.5,76,7,2.1,,,,,,,,
2017-03-07,1,922,18.4,25,20.6,18.3,87.5,69,7.3,2.3,,,,,,,,
2017-03-08,0,921,17.7,28.4,21.7,17.9,79.1,55,10.5,3.8,,,,,,,,
2017-03-09,0,916.5,18.4,27.9,22.3,18.7,79.6,63,14.2,5.6,,,,,,,,
2017-03-10,40.8,918.9,17.5,21,18.6,17.8,93.6,72,12.7,2.4,,,,,,,,
2017-03-11,4,921.4,14.7,25.1,18.5,13.1,79.4,51,9.5,2.4,,,,,,,,
2017-03-12,33,917,17.3,21.8,18.6,17,92.1,84,18.5,5.5,,,,,,,,
2017-03-13,30.6,921.6,9.3,19.1,14.4,9.1,73.9,42,10.7,1.9,,,,,,,,
2017-03-14,0,922,12.6,24.3,15.9,9.8,81.5,44,7.4,2.4,,,,,,,,
2017-03-15,0,920.8,15.9,28.1,20.6,15.4,75.5,53,11.3,4.1,,,,,,,,
2017-03-16,21.2,919,17.2,23.2,18.9,17.7,90,73,12.3,4.5,,,,,,,,
2017-03-17,13.8,923.6,11.9,16.8,13.6,11.5,90.2,67,8.8,2.3,,,,,,,,
2017-03-18,0,925.6,10.9,18.4,13.1,7.4,86.9,70,8.9,1.6,,,,,,,,
2017-03-19,0,925.5,13.9,20.4,15.8,12.7,88.8,73,8.6,2.1,,,,,,,,
2017-03-20,.2,926.5,14.3,22,17,13.9,84.5,65,9.6,2.7,,,,,,,,
2017-03-21,0,927.4,14.3,22.7,17.5,14,82.1,60,8.9,3.1,,,,,,,,
2017-03-22,0,926.5,15.5,24.8,18.7,16.1,82.6,53,10.5,3.1,,,,,,,,
2017-03-23,17.8,923.3,16.3,22.2,17.7,16.2,91.9,72,10,3.1,,,,,,,,
2017-03-24,14.8,920.9,15.8,22.7,17.6,14,89.3,65,10.2,2.6,,,,,,,,
2017-03-25,.2,921.6,15.6,22.8,17.4,13.5,90.5,63,6.6,1.4,,,,,,,,
2017-03-26,0,921.9,15.9,22.9,18.4,15.7,85.7,68,9.7,2.8,,,,,,,,
2017-03-27,0,923.2,15.7,23,18.2,15.3,85.8,69,9.8,3.3,,,,,,,,
2017-03-28,4.4,925.8,14.7,19.6,16,13.5,92.1,86,9.5,1.9,,,,,,,,
